timestamp,supply_temp_c,return_temp_c
2024-03-01 01:03:00,6.889,12.048
2024-03-01 01:04:00,6.832,12.337
2024-03-01 01:05:00,7.012,12.303
2024-03-01 01:06:00,7.18,12.225
2024-03-01 01:07:00,6.938,12.266
2024-03-01 01:08:00,6.933,11.875
2024-03-01 01:09:00,7.4,11.813
2024-03-01 01:10:00,7.415,11.551
2024-03-01 01:11:00,7.402,12.135
2024-03-01 01:12:00,7.137,11.721
2024-03-01 01:13:00,7.253,11.825
2024-03-01 01:14:00,7.289,
2024-03-01 01:15:00,7.114,11.71
2024-03-01 01:16:00,7.094,11.884
2024-03-01 01:17:00,7.125,12.207
2024-03-01 01:18:00,7.276,12.198
2024-03-01 01:19:00,12.03,11.941
2024-03-01 01:20:00,6.979,11.918
2024-03-01 01:21:00,6.855,12.136
2024-03-01 01:22:00,6.964,12.042
2024-03-01 01:23:00,7.127,11.948
2024-03-01 01:24:00,6.891,12.14
2024-03-01 01:25:00,7.26,12.375
2024-03-01 01:26:00,7.433,12.102
2024-03-01 01:27:00,7.355,12.545
2024-03-01 01:28:00,7.283,11.921
2024-03-01 01:29:00,6.886,11.83
2024-03-01 01:30:00,6.909,12.1
2024-03-01 01:31:00,7.079,12.141
2024-03-01 01:32:00,6.987,12.084
2024-03-01 01:33:00,7.179,12.301
2024-03-01 01:34:00,7.118,11.838
2024-03-01 01:35:00,7.113,12.206
2024-03-01 01:36:00,7.104,11.771
2024-03-01 01:37:00,,12.156
2024-03-01 01:38:00,6.913,11.892
2024-03-01 01:39:00,7.151,12.336
2024-03-01 01:40:00,7.236,12.061
2024-03-01 01:41:00,7.229,12.125
2024-03-01 01:42:00,7.201,12.359
2024-03-01 01:43:00,7.263,11.936
2024-03-01 01:44:00,7.392,12.431
2024-03-01 01:45:00,7.244,12.246
2024-03-01 01:46:00,7.009,12.308
2024-03-01 01:47:00,7.236,12.261
2024-03-01 01:48:00,7.455,12.203
2024-03-01 01:49:00,7.155,12.38
2024-03-01 01:50:00,7.252,12.197
2024-03-01 01:51:00,7.175,12.275
2024-03-01 01:52:00,6.945,12.263
2024-03-01 01:53:00,7.101,12.019
2024-03-01 01:54:00,7.484,11.988
2024-03-01 01:55:00,7.028,12.395
2024-03-01 01:56:00,7.217,11.948
2024-03-01 01:57:00,7.34,12.604
2024-03-01 01:58:00,7.407,12.221
2024-03-01 01:59:00,7.273,12.315
2024-03-01 02:00:00,7.119,12.752
2024-03-01 02:01:00,7.275,12.287
2024-03-01 02:02:00,7.024,12.394
2024-03-01 02:03:00,7.314,12.039
2024-03-01 02:04:00,7.288,12.24
2024-03-01 02:05:00,7.145,12.473
2024-03-01 02:06:00,7.388,11.977
2024-03-01 02:07:00,7.287,12.408
2024-03-01 02:08:00,7.323,
2024-03-01 02:09:00,7.455,12.271
2024-03-01 02:10:00,6.965,12.34
2024-03-01 02:11:00,7.29,12.381
2024-03-01 02:12:00,7.225,12.373
2024-03-01 02:13:00,7.156,12.267
2024-03-01 02:14:00,7.068,12.118
2024-03-01 02:15:00,6.999,12.482
2024-03-01 02:16:00,7.09,12.138
2024-03-01 02:17:00,7.235,12.253
2024-03-01 02:18:00,,12.219
2024-03-01 02:19:00,7.216,12.07
2024-03-01 02:20:00,7.352,12.12
2024-03-01 02:21:00,6.992,12.686
2024-03-01 02:22:00,7.138,12.375
2024-03-01 02:23:00,7.097,12.233
2024-03-01 02:24:00,6.953,12.593
2024-03-01 02:25:00,7.335,12.761
2024-03-01 02:26:00,7.23,12.322
2024-03-01 02:27:00,7.194,12.144
2024-03-01 02:28:00,7.029,12.319
2024-03-01 02:29:00,7.306,12.524
2024-03-01 02:30:00,7.2,12.515
2024-03-01 02:31:00,7.131,12.621
2024-03-01 02:32:00,7.279,12.227
2024-03-01 02:33:00,7.269,12.193
2024-03-01 02:34:00,7.132,12.15
2024-03-01 02:35:00,7.401,12.449
2024-03-01 02:36:00,7.403,12.887
2024-03-01 02:37:00,7.3,12.133
2024-03-01 02:38:00,7.32,12.604
2024-03-01 02:39:00,7.306,12.05
2024-03-01 02:40:00,7.305,12.064
2024-03-01 02:41:00,7.501,12.39
2024-03-01 02:42:00,7.515,12.296
2024-03-01 02:43:00,7.293,12.423
2024-03-01 02:44:00,7.415,12.494
2024-03-01 02:45:00,7.285,12.266
2024-03-01 02:46:00,7.477,12.724
2024-03-01 02:47:00,7.374,12.271
2024-03-01 02:48:00,7.402,12.438
2024-03-01 02:49:00,7.264,12.406
2024-03-01 02:50:00,7.134,12.386
2024-03-01 02:51:00,7.429,12.591
2024-03-01 02:52:00,7.354,12.518
2024-03-01 02:53:00,7.183,12.238
2024-03-01 02:54:00,7.424,12.48
2024-03-01 02:55:00,7.486,12.569
2024-03-01 02:56:00,7.259,12.567
2024-03-01 02:57:00,7.68,12.545
2024-03-01 02:58:00,7.371,12.669
2024-03-01 02:59:00,7.488,12.42
2024-03-01 03:00:00,7.406,12.414
2024-03-01 03:01:00,7.367,12.41
2024-03-01 03:02:00,7.754,12.439
2024-03-01 03:03:00,7.13,12.709
2024-03-01 03:04:00,7.29,12.396
2024-03-01 03:05:00,7.203,12.731
2024-03-01 03:06:00,7.183,12.342
2024-03-01 03:07:00,7.436,12.59
2024-03-01 03:08:00,7.272,12.162
2024-03-01 03:09:00,7.303,12.241
2024-03-01 03:10:00,7.4,12.713
2024-03-01 03:11:00,7.351,13.129
2024-03-01 03:12:00,7.322,12.862
2024-03-01 03:13:00,7.389,12.299
2024-03-01 03:14:00,7.233,13.034
2024-03-01 03:15:00,7.425,12.972
2024-03-01 03:16:00,7.485,12.941
2024-03-01 03:17:00,7.658,12.719
2024-03-01 03:18:00,7.328,12.838
2024-03-01 03:19:00,7.33,12.834
2024-03-01 03:20:00,7.484,12.502
2024-03-01 03:21:00,7.502,12.556
2024-03-01 03:22:00,7.213,12.697
2024-03-01 03:23:00,7.458,12.494
2024-03-01 03:24:00,7.231,12.849
2024-03-01 03:25:00,7.528,12.758
2024-03-01 03:26:00,7.687,13.072
2024-03-01 03:27:00,7.398,12.815
2024-03-01 03:28:00,,12.947
2024-03-01 03:29:00,7.418,12.748
2024-03-01 03:30:00,7.139,12.745
2024-03-01 03:31:00,7.44,12.678
2024-03-01 03:32:00,7.026,12.837
2024-03-01 03:33:00,7.333,12.493
2024-03-01 03:34:00,7.359,12.664
2024-03-01 03:35:00,7.183,13.291
2024-03-01 03:36:00,7.594,12.901
2024-03-01 03:37:00,7.387,12.586
2024-03-01 03:38:00,7.258,12.787
2024-03-01 03:39:00,7.348,12.813
2024-03-01 03:40:00,7.466,12.786
2024-03-01 03:41:00,7.246,12.607
2024-03-01 03:42:00,7.285,12.457
2024-03-01 03:43:00,7.301,12.638
2024-03-01 03:44:00,7.426,12.847
2024-03-01 03:45:00,7.173,12.593
2024-03-01 03:46:00,7.254,12.572
2024-03-01 03:47:00,7.408,12.89
2024-03-01 03:48:00,7.722,12.784
2024-03-01 03:49:00,7.395,12.735
2024-03-01 03:50:00,7.344,12.938
2024-03-01 03:51:00,7.465,12.814
2024-03-01 03:52:00,7.393,13.076
2024-03-01 03:53:00,7.427,12.69
2024-03-01 03:54:00,7.205,12.817
2024-03-01 03:55:00,7.554,12.804
2024-03-01 03:56:00,7.42,12.822
2024-03-01 03:57:00,7.379,12.578
2024-03-01 03:58:00,7.459,
2024-03-01 03:59:00,7.398,12.53
2024-03-01 04:00:00,7.328,12.653
2024-03-01 04:01:00,7.675,13.148
2024-03-01 04:02:00,7.587,12.686
2024-03-01 04:03:00,7.515,12.729
2024-03-01 04:04:00,7.432,12.778
2024-03-01 04:05:00,7.164,12.923
2024-03-01 04:06:00,7.632,12.872
2024-03-01 04:07:00,7.267,13.071
2024-03-01 04:08:00,7.353,12.766
2024-03-01 04:09:00,7.381,12.839
2024-03-01 04:10:00,7.494,13.207
2024-03-01 04:11:00,7.544,12.678
2024-03-01 04:12:00,7.328,13.034
2024-03-01 04:13:00,7.347,12.751
2024-03-01 04:14:00,7.461,12.692
2024-03-01 04:15:00,7.646,12.672
2024-03-01 04:16:00,7.511,12.833
2024-03-01 04:17:00,7.601,12.834
2024-03-01 04:18:00,7.407,12.834
2024-03-01 04:19:00,7.236,12.79
2024-03-01 04:20:00,7.412,12.68
2024-03-01 04:21:00,7.581,12.987
2024-03-01 04:22:00,7.19,12.8
2024-03-01 04:23:00,7.287,12.818
2024-03-01 04:24:00,7.529,12.919
2024-03-01 04:25:00,7.538,12.956
2024-03-01 04:26:00,7.176,12.921
2024-03-01 04:27:00,7.38,12.961
2024-03-01 04:28:00,7.19,12.851
2024-03-01 04:29:00,7.362,12.686
2024-03-01 04:30:00,7.52,13.021
2024-03-01 04:31:00,7.339,12.888
2024-03-01 04:32:00,7.608,12.965
2024-03-01 04:33:00,7.387,12.846
2024-03-01 04:34:00,7.442,12.95
2024-03-01 04:35:00,7.347,13.074
2024-03-01 04:36:00,7.432,13.166
2024-03-01 04:37:00,7.526,13.401
2024-03-01 04:38:00,7.529,13.056
2024-03-01 04:39:00,7.563,12.893
2024-03-01 04:40:00,7.313,13.084
2024-03-01 04:41:00,7.308,12.919
2024-03-01 04:42:00,7.595,12.869
2024-03-01 04:43:00,7.491,
2024-03-01 04:44:00,7.571,13.135
2024-03-01 04:45:00,7.441,12.899
2024-03-01 04:46:00,7.027,12.947
2024-03-01 04:47:00,7.197,12.554
2024-03-01 04:48:00,7.339,13.25
2024-03-01 04:49:00,7.454,13.036
2024-03-01 04:50:00,7.507,12.767
2024-03-01 04:51:00,7.717,13.123
2024-03-01 04:52:00,7.492,13.048
2024-03-01 04:53:00,7.368,12.955
2024-03-01 04:54:00,7.537,12.605
2024-03-01 04:55:00,7.67,12.79
2024-03-01 04:56:00,7.305,13.01
2024-03-01 04:57:00,7.472,12.927
2024-03-01 04:58:00,7.455,13.084
2024-03-01 04:59:00,7.277,13.15
2024-03-01 05:00:00,7.163,13.583
2024-03-01 05:01:00,7.674,13.148
2024-03-01 05:02:00,7.564,12.989
2024-03-01 05:03:00,7.722,13.166
2024-03-01 05:04:00,7.307,12.842
2024-03-01 05:05:00,7.321,12.919
2024-03-01 05:06:00,7.671,13.245
2024-03-01 05:07:00,7.478,13.189
2024-03-01 05:08:00,7.638,12.921
2024-03-01 05:09:00,7.619,12.911
2024-03-01 05:10:00,7.429,13.21
2024-03-01 05:11:00,7.629,12.791
2024-03-01 05:12:00,7.413,13.042
2024-03-01 05:13:00,7.678,13.092
2024-03-01 05:14:00,7.441,12.998
2024-03-01 05:15:00,7.237,13.0
2024-03-01 05:16:00,7.388,12.887
2024-03-01 05:17:00,7.532,12.779
2024-03-01 05:18:00,7.535,13.027
2024-03-01 05:19:00,7.388,13.347
2024-03-01 05:20:00,7.557,12.942
2024-03-01 05:21:00,7.432,13.303
2024-03-01 05:22:00,7.618,13.314
2024-03-01 05:23:00,7.235,12.929
2024-03-01 05:24:00,7.301,12.942
2024-03-01 05:25:00,7.283,13.083
2024-03-01 05:26:00,7.571,12.795
2024-03-01 05:27:00,7.334,13.169
2024-03-01 05:28:00,7.447,12.767
2024-03-01 05:29:00,7.363,13.275
2024-03-01 05:30:00,7.497,13.181
2024-03-01 05:31:00,7.499,13.493
2024-03-01 05:32:00,7.399,13.408
2024-03-01 05:33:00,7.485,13.137
2024-03-01 05:34:00,7.527,13.281
2024-03-01 05:35:00,7.401,12.915
2024-03-01 05:36:00,7.676,12.886
2024-03-01 05:37:00,7.408,13.049
2024-03-01 05:38:00,7.509,12.946
2024-03-01 05:39:00,7.646,13.078
2024-03-01 05:40:00,7.501,12.978
2024-03-01 05:41:00,7.586,13.25
2024-03-01 05:42:00,7.365,13.098
2024-03-01 05:43:00,7.49,12.949
2024-03-01 05:44:00,7.466,12.956
2024-03-01 05:45:00,7.696,13.087
2024-03-01 05:46:00,7.667,13.16
2024-03-01 05:47:00,7.287,12.975
2024-03-01 05:48:00,7.289,12.864
2024-03-01 05:49:00,7.568,
2024-03-01 05:50:00,7.476,12.838
2024-03-01 05:51:00,7.638,13.232
2024-03-01 05:52:00,7.531,12.962
2024-03-01 05:53:00,7.479,12.925
2024-03-01 05:54:00,7.704,13.036
2024-03-01 05:55:00,7.437,13.304
2024-03-01 05:56:00,7.479,13.064
2024-03-01 05:57:00,7.627,13.358
2024-03-01 05:58:00,7.656,13.49
2024-03-01 05:59:00,7.424,13.022
2024-03-01 06:00:00,7.633,12.695
2024-03-01 06:01:00,7.416,13.021
2024-03-01 06:02:00,7.442,13.345
2024-03-01 06:03:00,7.55,13.404
2024-03-01 06:04:00,7.506,13.317
2024-03-01 06:05:00,7.382,12.888
2024-03-01 06:06:00,7.24,13.076
2024-03-01 06:07:00,7.152,13.359
2024-03-01 06:08:00,7.801,13.63
2024-03-01 06:09:00,7.351,
2024-03-01 06:10:00,7.622,13.143
2024-03-01 06:11:00,7.771,13.015
2024-03-01 06:12:00,7.586,13.352
2024-03-01 06:13:00,7.548,12.914
2024-03-01 06:14:00,7.723,12.94
2024-03-01 06:15:00,7.532,13.268
2024-03-01 06:16:00,7.522,13.502
2024-03-01 06:17:00,7.717,13.19
2024-03-01 06:18:00,7.445,13.362
2024-03-01 06:19:00,7.47,13.265
2024-03-01 06:20:00,7.514,13.278
2024-03-01 06:21:00,7.334,13.301
2024-03-01 06:22:00,7.52,13.323
2024-03-01 06:23:00,7.276,13.279
2024-03-01 06:24:00,7.327,13.107
2024-03-01 06:25:00,7.423,13.166
2024-03-01 06:26:00,7.225,13.155
2024-03-01 06:27:00,7.653,13.259
2024-03-01 06:28:00,7.597,12.878
2024-03-01 06:29:00,7.939,13.432
2024-03-01 06:30:00,7.646,13.224
2024-03-01 06:31:00,7.4,13.018
2024-03-01 06:32:00,7.616,13.077
2024-03-01 06:33:00,7.416,13.033
2024-03-01 06:34:00,7.48,
2024-03-01 06:35:00,7.389,12.95
2024-03-01 06:36:00,7.443,13.112
2024-03-01 06:37:00,7.842,12.891
2024-03-01 06:38:00,,13.355
2024-03-01 06:39:00,7.302,13.01
2024-03-01 06:40:00,7.503,13.33
2024-03-01 06:41:00,7.425,13.548
2024-03-01 06:42:00,7.43,13.036
2024-03-01 06:43:00,7.514,13.359
2024-03-01 06:44:00,7.67,13.045
2024-03-01 06:45:00,7.699,13.086
2024-03-01 06:46:00,7.576,13.351
2024-03-01 06:47:00,7.416,13.492
2024-03-01 06:48:00,7.677,13.144
2024-03-01 06:49:00,7.284,12.835
2024-03-01 06:50:00,7.531,13.343
2024-03-01 06:51:00,7.584,13.51
2024-03-01 06:52:00,7.579,13.065
2024-03-01 06:53:00,7.56,13.174
2024-03-01 06:54:00,7.406,13.115
2024-03-01 06:55:00,7.35,13.366
2024-03-01 06:56:00,7.417,13.2
2024-03-01 06:57:00,7.609,13.1
2024-03-01 06:58:00,7.555,13.322
2024-03-01 06:59:00,7.561,13.345
2024-03-01 07:00:00,7.354,12.948
2024-03-01 07:01:00,7.373,13.019
2024-03-01 07:02:00,7.45,12.972
2024-03-01 07:03:00,7.518,13.219
2024-03-01 07:04:00,7.495,12.994
2024-03-01 07:05:00,7.658,13.213
2024-03-01 07:06:00,7.351,13.046
2024-03-01 07:07:00,7.662,13.218
2024-03-01 07:08:00,,13.034
2024-03-01 07:09:00,7.236,13.277
2024-03-01 07:10:00,7.556,13.046
2024-03-01 07:11:00,7.564,13.246
2024-03-01 07:12:00,7.701,13.205
2024-03-01 07:13:00,7.409,13.322
2024-03-01 07:14:00,7.48,12.838
2024-03-01 07:15:00,7.354,13.296
2024-03-01 07:16:00,7.766,13.606
2024-03-01 07:17:00,7.626,13.356
2024-03-01 07:18:00,7.415,13.152
2024-03-01 07:19:00,7.324,13.3
2024-03-01 07:20:00,7.341,13.58
2024-03-01 07:21:00,7.814,13.401
2024-03-01 07:22:00,7.522,13.391
2024-03-01 07:23:00,7.425,13.43
2024-03-01 07:24:00,7.459,13.072
2024-03-01 07:25:00,7.267,13.178
2024-03-01 07:26:00,7.405,13.185
2024-03-01 07:27:00,,13.022
2024-03-01 07:28:00,7.529,13.291
2024-03-01 07:29:00,7.601,13.226
2024-03-01 07:30:00,7.368,13.305
2024-03-01 07:31:00,7.805,12.884
2024-03-01 07:32:00,7.542,13.323
2024-03-01 07:33:00,7.308,13.303
2024-03-01 07:34:00,7.316,13.003
2024-03-01 07:35:00,7.586,13.135
2024-03-01 07:36:00,7.317,13.508
2024-03-01 07:37:00,7.3,13.629
2024-03-01 07:38:00,7.577,13.158
2024-03-01 07:39:00,7.461,13.384
2024-03-01 07:40:00,7.268,13.084
2024-03-01 07:41:00,7.612,13.123
2024-03-01 07:42:00,7.354,12.841
2024-03-01 07:43:00,7.376,13.076
2024-03-01 07:44:00,7.86,13.46
2024-03-01 07:45:00,7.65,13.038
2024-03-01 07:46:00,7.595,13.033
2024-03-01 07:47:00,7.369,13.027
2024-03-01 07:48:00,7.379,13.001
2024-03-01 07:49:00,7.56,13.192
2024-03-01 07:50:00,7.298,13.082
2024-03-01 07:51:00,7.305,13.179
2024-03-01 07:52:00,7.514,13.155
2024-03-01 07:53:00,7.342,13.215
2024-03-01 07:54:00,7.396,13.011
2024-03-01 07:55:00,7.565,12.941
2024-03-01 07:56:00,7.441,13.298
2024-03-01 07:57:00,7.454,13.376
2024-03-01 07:58:00,7.639,13.223
2024-03-01 07:59:00,7.406,13.041
2024-03-01 08:00:00,7.677,13.412
2024-03-01 08:01:00,7.409,13.566
2024-03-01 08:02:00,7.278,12.997
2024-03-01 08:03:00,7.521,12.878
2024-03-01 08:04:00,7.479,13.24
2024-03-01 08:05:00,7.272,13.15
2024-03-01 08:06:00,7.274,12.931
2024-03-01 08:07:00,7.343,13.169
2024-03-01 08:08:00,7.411,13.182
2024-03-01 08:09:00,7.248,13.151
2024-03-01 08:10:00,7.36,13.163
2024-03-01 08:11:00,7.392,13.401
2024-03-01 08:12:00,7.438,12.903
2024-03-01 08:13:00,7.482,12.982
2024-03-01 08:14:00,6.982,12.978
2024-03-01 08:15:00,7.247,13.879
2024-03-01 08:16:00,6.97,13.388
2024-03-01 08:17:00,7.295,13.05
2024-03-01 08:18:00,7.477,13.25
2024-03-01 08:19:00,7.375,13.388
2024-03-01 08:20:00,7.377,13.535
2024-03-01 08:21:00,7.664,13.06
2024-03-01 08:22:00,7.617,13.426
2024-03-01 08:23:00,7.422,12.838
2024-03-01 08:24:00,7.263,13.248
2024-03-01 08:25:00,7.283,13.118
2024-03-01 08:26:00,7.397,13.145
2024-03-01 08:27:00,7.187,13.207
2024-03-01 08:28:00,7.431,13.337
2024-03-01 08:29:00,7.295,13.351
2024-03-01 08:30:00,7.377,13.068
2024-03-01 08:31:00,14.269,13.401
2024-03-01 08:32:00,7.364,13.023
2024-03-01 08:33:00,7.36,13.408
2024-03-01 08:34:00,7.468,13.291
2024-03-01 08:35:00,7.259,
2024-03-01 08:36:00,7.195,13.102
2024-03-01 08:37:00,7.369,13.018
2024-03-01 08:38:00,7.423,13.249
2024-03-01 08:39:00,7.462,13.11
2024-03-01 08:40:00,7.303,13.396
2024-03-01 08:41:00,7.393,13.224
2024-03-01 08:42:00,7.506,13.372
2024-03-01 08:43:00,7.527,13.057
2024-03-01 08:44:00,7.453,12.877
2024-03-01 08:45:00,7.255,13.003
2024-03-01 08:46:00,7.268,13.075
2024-03-01 08:47:00,7.421,13.27
2024-03-01 08:48:00,7.486,13.554
2024-03-01 08:49:00,7.341,12.886
2024-03-01 08:50:00,7.539,13.159
2024-03-01 08:51:00,7.373,13.141
2024-03-01 08:52:00,7.193,13.056
2024-03-01 08:53:00,7.305,12.99
2024-03-01 08:54:00,7.53,12.856
2024-03-01 08:55:00,7.496,12.971
2024-03-01 08:56:00,7.129,12.87
2024-03-01 08:57:00,7.424,13.063
2024-03-01 08:58:00,7.281,13.299
2024-03-01 08:59:00,7.302,13.307
2024-03-01 09:00:00,7.541,13.418
2024-03-01 09:01:00,7.402,12.988
2024-03-01 09:02:00,7.323,12.882
2024-03-01 09:03:00,7.29,13.029
2024-03-01 09:04:00,7.241,13.059
2024-03-01 09:05:00,7.515,13.208
2024-03-01 09:06:00,7.196,12.956
2024-03-01 09:07:00,7.483,12.879
2024-03-01 09:08:00,7.468,13.534
2024-03-01 09:09:00,7.296,13.139
2024-03-01 09:10:00,,12.889
2024-03-01 09:11:00,7.216,12.878
2024-03-01 09:12:00,7.443,13.435
2024-03-01 09:13:00,,13.048
2024-03-01 09:14:00,7.469,13.318
2024-03-01 09:15:00,7.332,12.878
2024-03-01 09:16:00,7.307,12.999
2024-03-01 09:17:00,7.262,12.958
2024-03-01 09:18:00,7.187,13.262
2024-03-01 09:19:00,7.53,13.155
2024-03-01 09:20:00,7.297,12.909
2024-03-01 09:21:00,7.087,13.108
2024-03-01 09:22:00,7.568,12.803
2024-03-01 09:23:00,7.349,12.944
2024-03-01 09:24:00,7.425,13.14
2024-03-01 09:25:00,7.107,13.121
2024-03-01 09:26:00,7.373,12.952
2024-03-01 09:27:00,7.767,12.986
2024-03-01 09:28:00,7.194,13.361
2024-03-01 09:29:00,7.327,12.786
2024-03-01 09:30:00,7.457,12.995
2024-03-01 09:31:00,7.274,13.276
2024-03-01 09:32:00,7.537,12.855
2024-03-01 09:33:00,7.321,13.268
2024-03-01 09:34:00,7.339,12.89
2024-03-01 09:35:00,7.601,12.906
2024-03-01 09:36:00,7.442,13.048
2024-03-01 09:37:00,7.368,13.072
2024-03-01 09:38:00,7.038,12.733
2024-03-01 09:39:00,7.241,13.026
2024-03-01 09:40:00,7.406,13.524
2024-03-01 09:41:00,7.452,13.035
2024-03-01 09:42:00,7.272,13.0
2024-03-01 09:43:00,7.256,12.993
2024-03-01 09:44:00,7.145,12.632
2024-03-01 09:45:00,7.129,12.783
2024-03-01 09:46:00,6.929,13.34
2024-03-01 09:47:00,7.251,13.048
2024-03-01 09:48:00,7.331,
2024-03-01 09:49:00,7.433,13.151
2024-03-01 09:50:00,7.466,12.952
2024-03-01 09:51:00,7.511,12.521
2024-03-01 09:52:00,7.367,13.009
2024-03-01 09:53:00,7.362,12.414
2024-03-01 09:54:00,7.142,12.47
2024-03-01 09:55:00,7.317,13.051
2024-03-01 09:56:00,7.604,12.74
2024-03-01 09:57:00,7.455,12.946
2024-03-01 09:58:00,6.931,12.699
2024-03-01 09:59:00,7.342,12.87
2024-03-01 10:00:00,7.049,12.56
2024-03-01 10:01:00,12.406,12.94
2024-03-01 10:02:00,7.552,12.793
2024-03-01 10:03:00,7.382,13.006
2024-03-01 10:04:00,7.273,12.933
2024-03-01 10:05:00,7.297,12.839
2024-03-01 10:06:00,6.932,12.734
2024-03-01 10:07:00,7.199,12.86
2024-03-01 10:08:00,7.273,12.928
2024-03-01 10:09:00,7.19,12.529
2024-03-01 10:10:00,7.417,12.924
2024-03-01 10:11:00,7.116,12.914
2024-03-01 10:12:00,7.318,12.856
2024-03-01 10:13:00,7.171,13.021
2024-03-01 10:14:00,7.131,12.794
2024-03-01 10:15:00,7.207,13.048
2024-03-01 10:16:00,7.222,12.525
2024-03-01 10:17:00,7.414,12.769
2024-03-01 10:18:00,7.053,12.935
2024-03-01 10:19:00,7.153,12.822
2024-03-01 10:20:00,7.43,12.596
2024-03-01 10:21:00,7.214,12.679
2024-03-01 10:22:00,7.318,12.948
2024-03-01 10:23:00,7.007,12.522
2024-03-01 10:24:00,7.339,12.871
2024-03-01 10:25:00,6.907,12.892
2024-03-01 10:26:00,7.064,12.882
2024-03-01 10:27:00,7.514,12.61
2024-03-01 10:28:00,7.061,12.734
2024-03-01 10:29:00,7.161,12.735
2024-03-01 10:30:00,7.177,12.714
2024-03-01 10:31:00,7.18,12.312
2024-03-01 10:32:00,7.147,12.912
2024-03-01 10:33:00,7.24,12.675
2024-03-01 10:34:00,7.164,12.956
2024-03-01 10:35:00,7.292,12.452
2024-03-01 10:36:00,7.091,12.731
2024-03-01 10:37:00,7.36,12.407
2024-03-01 10:38:00,7.234,12.604
2024-03-01 10:39:00,7.131,13.098
2024-03-01 10:40:00,7.313,12.762
2024-03-01 10:41:00,7.05,12.625
2024-03-01 10:42:00,7.121,12.565
2024-03-01 10:43:00,7.454,12.626
2024-03-01 10:44:00,7.137,12.73
2024-03-01 10:45:00,,12.541
2024-03-01 10:46:00,6.996,12.522
2024-03-01 10:47:00,7.525,12.607
2024-03-01 10:48:00,7.248,12.617
2024-03-01 10:49:00,7.194,12.484
2024-03-01 10:50:00,7.304,13.232
2024-03-01 10:51:00,7.323,12.576
2024-03-01 10:52:00,6.839,12.967
2024-03-01 10:53:00,6.984,12.535
2024-03-01 10:54:00,6.925,12.493
2024-03-01 10:55:00,7.213,12.78
2024-03-01 10:56:00,7.362,12.905
2024-03-01 10:57:00,7.012,12.743
2024-03-01 10:58:00,7.067,12.77
2024-03-01 10:59:00,6.894,12.802
2024-03-01 11:00:00,7.204,12.563
2024-03-01 11:01:00,7.229,12.812
2024-03-01 11:02:00,6.977,12.228
2024-03-01 11:03:00,7.122,12.692
2024-03-01 11:04:00,7.056,12.806
2024-03-01 11:05:00,7.027,12.335
2024-03-01 11:06:00,7.133,
2024-03-01 11:07:00,7.239,12.905
