timestamp,chiller1_power_kw,chiller2_power_kw
2024-03-01 04:40:00,215.2,202.2
2024-03-01 04:45:00,219.1,205.3
2024-03-01 04:50:00,221.5,200.7
2024-03-01 04:55:00,219.4,198.0
2024-03-01 05:00:00,220.2,206.3
2024-03-01 05:05:00,214.3,206.7
2024-03-01 05:10:00,222.1,209.8
2024-03-01 05:15:00,222.0,219.2
2024-03-01 05:20:00,213.4,211.0
2024-03-01 05:25:00,226.2,206.1
2024-03-01 05:30:00,226.9,209.7
2024-03-01 05:35:00,227.2,213.4
2024-03-01 05:40:00,220.9,217.0
2024-03-01 05:45:00,229.3,204.4
2024-03-01 05:50:00,229.5,211.6
2024-03-01 05:55:00,224.7,217.2
2024-03-01 06:00:00,235.4,217.5
2024-03-01 06:05:00,223.6,208.6
2024-03-01 06:10:00,232.0,215.9
2024-03-01 06:15:00,229.4,225.0
2024-03-01 06:20:00,236.8,220.8
2024-03-01 06:25:00,230.8,221.5
2024-03-01 06:30:00,231.1,216.4
2024-03-01 06:35:00,218.9,217.2
2024-03-01 06:40:00,229.7,215.9
2024-03-01 06:45:00,230.4,220.8
2024-03-01 06:50:00,236.2,224.0
2024-03-01 06:55:00,246.2,219.8
2024-03-01 07:00:00,235.4,221.7
2024-03-01 07:05:00,232.0,220.9
2024-03-01 07:10:00,242.3,227.3
2024-03-01 07:15:00,231.1,218.5
2024-03-01 07:20:00,240.1,226.5
2024-03-01 07:25:00,243.2,224.0
2024-03-01 07:30:00,239.0,222.8
2024-03-01 07:35:00,234.9,223.1
2024-03-01 07:40:00,234.3,224.9
2024-03-01 07:45:00,237.5,226.0
2024-03-01 07:50:00,228.7,224.3
2024-03-01 07:55:00,240.6,221.6
2024-03-01 08:00:00,241.2,226.3
2024-03-01 08:05:00,240.8,215.0
2024-03-01 08:10:00,241.1,219.7
2024-03-01 08:15:00,246.5,229.1
2024-03-01 08:20:00,234.1,222.0
2024-03-01 08:25:00,241.5,223.5
2024-03-01 08:30:00,234.2,232.0
2024-03-01 08:35:00,240.1,224.8
2024-03-01 08:40:00,248.3,223.3
2024-03-01 08:45:00,244.2,218.9
2024-03-01 08:50:00,235.2,225.6
2024-03-01 08:55:00,231.2,221.5
2024-03-01 09:00:00,240.6,221.3
2024-03-01 09:05:00,241.3,
2024-03-01 09:10:00,239.3,
2024-03-01 09:15:00,230.8,226.0
2024-03-01 09:20:00,230.3,228.8
2024-03-01 09:25:00,235.9,223.6
2024-03-01 09:30:00,237.7,225.3
2024-03-01 09:35:00,239.2,225.5
2024-03-01 09:40:00,240.1,218.9
2024-03-01 09:45:00,232.6,217.4
2024-03-01 09:50:00,230.3,226.5
2024-03-01 09:55:00,232.7,226.0
2024-03-01 10:00:00,234.8,213.2
2024-03-01 10:05:00,236.7,221.5
2024-03-01 10:10:00,237.2,214.6
2024-03-01 10:15:00,237.5,219.3
2024-03-01 10:20:00,233.5,220.5
2024-03-01 10:25:00,230.9,221.3
2024-03-01 10:30:00,230.0,216.3
2024-03-01 10:35:00,232.8,215.3
2024-03-01 10:40:00,232.5,216.6
2024-03-01 10:45:00,232.2,213.9
2024-03-01 10:50:00,230.9,214.5
2024-03-01 10:55:00,219.5,207.7
2024-03-01 11:00:00,223.9,
2024-03-01 11:05:00,219.6,214.8
2024-03-01 11:10:00,226.8,207.7
2024-03-01 11:15:00,224.4,212.6
2024-03-01 11:20:00,224.1,207.1
2024-03-01 11:25:00,221.1,207.2
2024-03-01 11:30:00,222.3,207.2
2024-03-01 11:35:00,220.3,203.0
2024-03-01 11:40:00,226.6,199.6
2024-03-01 11:45:00,210.9,206.1
2024-03-01 11:50:00,215.6,207.7
2024-03-01 11:55:00,213.0,204.6
2024-03-01 12:00:00,212.4,203.5
2024-03-01 12:05:00,211.4,200.2
2024-03-01 12:10:00,220.5,
2024-03-01 12:15:00,209.3,204.2
2024-03-01 12:20:00,208.7,196.9
2024-03-01 12:25:00,208.5,197.2
2024-03-01 12:30:00,200.0,191.8
2024-03-01 12:35:00,204.2,196.2
2024-03-01 12:40:00,207.9,193.3
2024-03-01 12:45:00,209.8,189.4
2024-03-01 12:50:00,201.3,191.7
2024-03-01 12:55:00,201.0,190.0
2024-03-01 13:00:00,196.7,190.2
2024-03-01 13:05:00,188.1,185.6
2024-03-01 13:10:00,192.1,185.1
2024-03-01 13:15:00,194.8,190.3
2024-03-01 13:20:00,200.9,188.7
2024-03-01 13:25:00,187.0,185.9
2024-03-01 13:30:00,191.9,180.5
2024-03-01 13:35:00,190.5,176.7
2024-03-01 13:40:00,186.2,177.5
2024-03-01 13:45:00,194.3,173.4
2024-03-01 13:50:00,188.2,176.2
2024-03-01 13:55:00,185.0,176.2
2024-03-01 14:00:00,183.5,175.6
2024-03-01 14:05:00,188.5,168.3
2024-03-01 14:10:00,181.8,173.6
2024-03-01 14:15:00,181.0,172.1
2024-03-01 14:20:00,180.0,167.4
2024-03-01 14:25:00,168.0,168.0
2024-03-01 14:30:00,183.0,164.2
2024-03-01 14:35:00,178.4,166.3
2024-03-01 14:40:00,173.8,167.5
2024-03-01 14:45:00,170.5,164.8
2024-03-01 14:50:00,167.8,161.5
2024-03-01 14:55:00,168.8,164.3
2024-03-01 15:00:00,168.2,161.2
2024-03-01 15:05:00,164.8,156.5
2024-03-01 15:10:00,173.1,154.6
2024-03-01 15:15:00,157.6,157.0
2024-03-01 15:20:00,166.8,152.6
2024-03-01 15:25:00,164.0,145.9
2024-03-01 15:30:00,160.7,158.5
2024-03-01 15:35:00,154.5,147.0
2024-03-01 15:40:00,155.7,153.1
2024-03-01 15:45:00,157.3,151.7
2024-03-01 15:50:00,148.9,149.0
2024-03-01 15:55:00,160.0,149.8
2024-03-01 16:00:00,147.1,144.9
2024-03-01 16:05:00,153.7,143.9
2024-03-01 16:10:00,147.0,138.7
2024-03-01 16:15:00,152.5,145.7
2024-03-01 16:20:00,150.2,142.0
2024-03-01 16:25:00,146.6,143.2
2024-03-01 16:30:00,143.8,139.7
2024-03-01 16:35:00,145.9,136.0
2024-03-01 16:40:00,145.5,135.7
2024-03-01 16:45:00,143.4,139.3
2024-03-01 16:50:00,144.6,134.3
2024-03-01 16:55:00,137.4,133.2
2024-03-01 17:00:00,135.2,124.7
2024-03-01 17:05:00,140.4,131.2
2024-03-01 17:10:00,139.6,131.8
2024-03-01 17:15:00,140.6,133.6
2024-03-01 17:20:00,135.8,130.3
2024-03-01 17:25:00,131.3,128.5
2024-03-01 17:30:00,133.0,121.8
2024-03-01 17:35:00,138.5,127.4
2024-03-01 17:40:00,131.6,125.2
2024-03-01 17:45:00,135.1,121.1
2024-03-01 17:50:00,141.2,125.5
2024-03-01 17:55:00,128.8,120.7
2024-03-01 18:00:00,131.6,122.5
2024-03-01 18:05:00,131.8,122.4
2024-03-01 18:10:00,127.8,120.3
2024-03-01 18:15:00,129.1,120.8
2024-03-01 18:20:00,121.8,114.7
2024-03-01 18:25:00,127.3,117.4
2024-03-01 18:30:00,132.7,
2024-03-01 18:35:00,122.6,120.2
2024-03-01 18:40:00,123.6,118.8
2024-03-01 18:45:00,116.2,117.7
2024-03-01 18:50:00,123.6,118.4
2024-03-01 18:55:00,123.2,118.2
2024-03-01 19:00:00,134.8,115.6
2024-03-01 19:05:00,128.8,115.7
2024-03-01 19:10:00,,114.6
2024-03-01 19:15:00,118.9,116.7
2024-03-01 19:20:00,123.1,110.4
2024-03-01 19:25:00,126.1,113.5
2024-03-01 19:30:00,127.3,117.3
2024-03-01 19:35:00,119.0,115.8
2024-03-01 19:40:00,119.0,111.5
2024-03-01 19:45:00,120.8,116.3
2024-03-01 19:50:00,117.4,119.2
2024-03-01 19:55:00,118.9,113.0
2024-03-01 20:00:00,125.9,111.0
2024-03-01 20:05:00,120.2,106.9
2024-03-01 20:10:00,112.3,113.2
2024-03-01 20:15:00,120.0,115.0
2024-03-01 20:20:00,124.9,108.7
2024-03-01 20:25:00,118.0,116.1
2024-03-01 20:30:00,122.0,108.3
2024-03-01 20:35:00,119.7,107.0
2024-03-01 20:40:00,122.8,118.1
2024-03-01 20:45:00,118.0,109.3
2024-03-01 20:50:00,120.2,117.3
2024-03-01 20:55:00,120.3,106.4
2024-03-01 21:00:00,124.1,116.3
2024-03-01 21:05:00,119.5,115.6
2024-03-01 21:10:00,121.0,116.1
2024-03-01 21:15:00,125.8,118.0
2024-03-01 21:20:00,125.2,117.9
2024-03-01 21:25:00,119.8,114.7
2024-03-01 21:30:00,119.3,113.6
2024-03-01 21:35:00,120.9,117.7
2024-03-01 21:40:00,122.7,117.7
2024-03-01 21:45:00,127.3,116.0
2024-03-01 21:50:00,123.3,118.6
2024-03-01 21:55:00,132.9,116.3
2024-03-01 22:00:00,121.5,121.4
2024-03-01 22:05:00,126.7,122.7
2024-03-01 22:10:00,122.8,120.4
2024-03-01 22:15:00,128.6,120.5
2024-03-01 22:20:00,130.2,123.3
2024-03-01 22:25:00,126.4,116.6
2024-03-01 22:30:00,128.5,122.8
2024-03-01 22:35:00,128.2,121.3
2024-03-01 22:40:00,137.3,129.2
2024-03-01 22:45:00,133.9,128.1
2024-03-01 22:50:00,130.6,120.7
2024-03-01 22:55:00,131.4,125.6
2024-03-01 23:00:00,140.2,122.9
2024-03-01 23:05:00,130.6,132.6
2024-03-01 23:10:00,139.6,123.6
2024-03-01 23:15:00,134.7,129.5
2024-03-01 23:20:00,136.8,126.7
2024-03-01 23:25:00,136.9,136.8
2024-03-01 23:30:00,141.5,133.4
2024-03-01 23:35:00,139.6,135.8
2024-03-01 23:40:00,143.5,135.5
2024-03-01 23:45:00,146.0,138.0
2024-03-01 23:50:00,145.4,137.6
2024-03-01 23:55:00,152.5,136.8
2024-03-02 00:00:00,147.0,133.1
2024-03-02 00:05:00,149.7,139.4
2024-03-02 00:10:00,154.3,139.0
2024-03-02 00:15:00,148.8,136.9
2024-03-02 00:20:00,154.0,134.9
2024-03-02 00:25:00,145.7,143.6
2024-03-02 00:30:00,150.1,138.7
2024-03-02 00:35:00,149.2,142.4
2024-03-02 00:40:00,145.5,147.9
2024-03-02 00:45:00,149.3,150.4
2024-03-02 00:50:00,157.3,149.2
2024-03-02 00:55:00,155.7,146.6
2024-03-02 01:00:00,156.4,154.2
2024-03-02 01:05:00,158.6,154.8
2024-03-02 01:10:00,166.0,153.0
2024-03-02 01:15:00,169.0,155.3
2024-03-02 01:20:00,161.7,155.5
2024-03-02 01:25:00,173.3,152.8
2024-03-02 01:30:00,171.4,155.2
2024-03-02 01:35:00,165.8,160.9
2024-03-02 01:40:00,167.3,161.5
2024-03-02 01:45:00,165.2,166.0
2024-03-02 01:50:00,174.8,159.6
2024-03-02 01:55:00,172.5,167.7
2024-03-02 02:00:00,172.3,166.9
2024-03-02 02:05:00,176.8,172.4
2024-03-02 02:10:00,177.1,167.8
2024-03-02 02:15:00,175.6,168.5
2024-03-02 02:20:00,180.2,171.7
2024-03-02 02:25:00,195.4,176.1
2024-03-02 02:30:00,187.9,175.0
2024-03-02 02:35:00,176.5,176.9
2024-03-02 02:40:00,186.2,179.2
2024-03-02 02:45:00,183.9,178.2
2024-03-02 02:50:00,191.5,183.3
2024-03-02 02:55:00,191.8,179.2
2024-03-02 03:00:00,195.0,180.8
2024-03-02 03:05:00,194.2,187.1
2024-03-02 03:10:00,198.9,187.6
2024-03-02 03:15:00,196.4,179.5
2024-03-02 03:20:00,192.6,185.6
2024-03-02 03:25:00,196.1,185.4
2024-03-02 03:30:00,197.4,191.2
2024-03-02 03:35:00,202.6,186.9
2024-03-02 03:40:00,199.4,191.0
2024-03-02 03:45:00,199.5,187.8
2024-03-02 03:50:00,202.6,190.4
2024-03-02 03:55:00,202.7,189.0
2024-03-02 04:00:00,213.5,197.4
2024-03-02 04:05:00,205.0,195.1
2024-03-02 04:10:00,200.7,201.9
2024-03-02 04:15:00,212.7,194.4
2024-03-02 04:20:00,213.3,198.1
2024-03-02 04:25:00,206.2,201.0
2024-03-02 04:30:00,215.5,196.9
2024-03-02 04:35:00,209.7,210.8
2024-03-02 04:40:00,215.2,204.9
2024-03-02 04:45:00,217.5,200.9
2024-03-02 04:50:00,215.6,206.2
2024-03-02 04:55:00,211.9,201.7
2024-03-02 05:00:00,212.0,207.4
2024-03-02 05:05:00,215.2,212.2
2024-03-02 05:10:00,225.3,202.8
2024-03-02 05:15:00,220.7,203.8
2024-03-02 05:20:00,223.4,212.1
2024-03-02 05:25:00,224.4,211.6
2024-03-02 05:30:00,227.7,210.3
2024-03-02 05:35:00,223.1,214.6
2024-03-02 05:40:00,226.7,204.6
2024-03-02 05:45:00,228.8,212.7
2024-03-02 05:50:00,234.5,218.0
2024-03-02 05:55:00,226.6,215.3
2024-03-02 06:00:00,232.8,213.2
2024-03-02 06:05:00,221.5,216.9
2024-03-02 06:10:00,230.4,220.2
2024-03-02 06:15:00,231.7,215.2
2024-03-02 06:20:00,231.6,222.5
2024-03-02 06:25:00,234.1,220.5
2024-03-02 06:30:00,236.8,221.7
2024-03-02 06:35:00,231.5,216.9
2024-03-02 06:40:00,236.5,218.9
2024-03-02 06:45:00,229.9,217.9
2024-03-02 06:50:00,232.0,227.8
2024-03-02 06:55:00,236.5,227.4
2024-03-02 07:00:00,231.3,228.6
2024-03-02 07:05:00,242.0,224.5
2024-03-02 07:10:00,232.4,228.6
2024-03-02 07:15:00,234.4,220.1
2024-03-02 07:20:00,237.2,224.3
2024-03-02 07:25:00,241.4,222.5
2024-03-02 07:30:00,239.2,219.8
2024-03-02 07:35:00,237.8,227.3
2024-03-02 07:40:00,241.6,220.8
2024-03-02 07:45:00,239.2,229.9
2024-03-02 07:50:00,233.9,221.3
2024-03-02 07:55:00,236.7,231.9
2024-03-02 08:00:00,246.6,222.4
2024-03-02 08:05:00,245.0,225.2
2024-03-02 08:10:00,243.9,230.8
2024-03-02 08:15:00,237.4,225.2
2024-03-02 08:20:00,238.7,225.6
2024-03-02 08:25:00,238.7,229.9
2024-03-02 08:30:00,249.5,228.9
2024-03-02 08:35:00,241.3,222.2
2024-03-02 08:40:00,240.7,225.7
2024-03-02 08:45:00,233.5,221.4
2024-03-02 08:50:00,,220.3
2024-03-02 08:55:00,241.4,237.9
2024-03-02 09:00:00,249.0,224.2
2024-03-02 09:05:00,240.9,222.4
2024-03-02 09:10:00,245.4,220.7
2024-03-02 09:15:00,239.3,224.8
2024-03-02 09:20:00,237.2,223.1
2024-03-02 09:25:00,234.9,226.6
2024-03-02 09:30:00,238.9,218.4
2024-03-02 09:35:00,229.8,225.0
2024-03-02 09:40:00,238.0,219.8
2024-03-02 09:45:00,240.0,220.3
2024-03-02 09:50:00,228.0,221.6
2024-03-02 09:55:00,234.8,229.0
2024-03-02 10:00:00,235.7,219.6
2024-03-02 10:05:00,237.7,219.6
2024-03-02 10:10:00,226.5,216.0
2024-03-02 10:15:00,227.8,219.5
2024-03-02 10:20:00,233.7,220.3
2024-03-02 10:25:00,231.7,213.7
2024-03-02 10:30:00,232.6,219.1
2024-03-02 10:35:00,230.7,216.4
2024-03-02 10:40:00,226.4,212.8
2024-03-02 10:45:00,224.8,218.4
2024-03-02 10:50:00,226.2,220.7
2024-03-02 10:55:00,225.6,214.2
2024-03-02 11:00:00,217.0,208.7
2024-03-02 11:05:00,212.1,206.3
2024-03-02 11:10:00,224.4,219.3
2024-03-02 11:15:00,226.3,209.6
2024-03-02 11:20:00,223.6,206.0
2024-03-02 11:25:00,220.3,201.3
2024-03-02 11:30:00,227.0,205.6
2024-03-02 11:35:00,217.2,209.4
2024-03-02 11:40:00,210.8,204.0
2024-03-02 11:45:00,222.2,206.9
2024-03-02 11:50:00,211.6,206.1
2024-03-02 11:55:00,209.0,202.7
2024-03-02 12:00:00,217.9,202.3
2024-03-02 12:05:00,213.8,207.2
2024-03-02 12:10:00,209.2,195.0
2024-03-02 12:15:00,202.9,202.0
2024-03-02 12:20:00,211.8,197.1
2024-03-02 12:25:00,202.4,193.8
2024-03-02 12:30:00,202.9,195.0
2024-03-02 12:35:00,199.6,193.0
2024-03-02 12:40:00,203.8,191.2
2024-03-02 12:45:00,205.8,191.1
2024-03-02 12:50:00,200.3,187.4
2024-03-02 12:55:00,199.1,189.3
2024-03-02 13:00:00,192.5,190.7
2024-03-02 13:05:00,198.6,189.9
2024-03-02 13:10:00,196.7,182.9
2024-03-02 13:15:00,194.3,184.8
2024-03-02 13:20:00,190.9,178.8
2024-03-02 13:25:00,188.0,184.0
2024-03-02 13:30:00,187.7,181.7
2024-03-02 13:35:00,196.5,175.0
2024-03-02 13:40:00,196.4,178.5
2024-03-02 13:45:00,189.8,180.1
2024-03-02 13:50:00,190.6,171.0
2024-03-02 13:55:00,182.2,175.0
2024-03-02 14:00:00,186.4,167.0
2024-03-02 14:05:00,183.9,168.8
2024-03-02 14:10:00,177.8,172.5
2024-03-02 14:15:00,178.9,169.4
2024-03-02 14:20:00,187.0,167.5
2024-03-02 14:25:00,182.8,164.1
2024-03-02 14:30:00,171.0,164.9
2024-03-02 14:35:00,173.0,166.3
2024-03-02 14:40:00,170.7,158.2
2024-03-02 14:45:00,174.9,163.3
2024-03-02 14:50:00,172.0,166.4
2024-03-02 14:55:00,172.5,156.1
2024-03-02 15:00:00,175.7,160.5
2024-03-02 15:05:00,161.6,162.4
2024-03-02 15:10:00,157.5,160.9
2024-03-02 15:15:00,165.2,158.5
2024-03-02 15:20:00,167.7,161.4
2024-03-02 15:25:00,161.5,156.1
2024-03-02 15:30:00,161.4,149.4
2024-03-02 15:35:00,150.1,156.8
2024-03-02 15:40:00,163.1,147.5
2024-03-02 15:45:00,157.8,150.0
2024-03-02 15:50:00,151.5,145.7
2024-03-02 15:55:00,160.0,148.4
2024-03-02 16:00:00,153.6,154.2
2024-03-02 16:05:00,155.1,142.0
2024-03-02 16:10:00,150.0,140.7
2024-03-02 16:15:00,147.4,149.0
2024-03-02 16:20:00,153.1,135.7
2024-03-02 16:25:00,148.9,136.8
2024-03-02 16:30:00,147.4,140.6
2024-03-02 16:35:00,142.4,134.9
2024-03-02 16:40:00,144.6,134.0
2024-03-02 16:45:00,144.0,133.6
2024-03-02 16:50:00,141.2,135.9
2024-03-02 16:55:00,142.5,130.3
2024-03-02 17:00:00,141.1,132.7
2024-03-02 17:05:00,138.8,128.3
2024-03-02 17:10:00,130.9,132.2
2024-03-02 17:15:00,130.7,128.8
2024-03-02 17:20:00,132.9,131.0
2024-03-02 17:25:00,135.6,125.1
2024-03-02 17:30:00,131.3,124.1
2024-03-02 17:35:00,133.2,135.4
2024-03-02 17:40:00,136.6,121.7
2024-03-02 17:45:00,137.4,125.4
2024-03-02 17:50:00,141.3,128.9
2024-03-02 17:55:00,133.1,129.5
2024-03-02 18:00:00,126.8,122.9
2024-03-02 18:05:00,141.4,121.4
2024-03-02 18:10:00,124.3,120.8
2024-03-02 18:15:00,123.3,125.0
2024-03-02 18:20:00,127.0,119.9
2024-03-02 18:25:00,131.9,116.4
2024-03-02 18:30:00,120.7,123.2
2024-03-02 18:35:00,129.7,113.0
2024-03-02 18:40:00,119.5,116.8
2024-03-02 18:45:00,124.3,118.4
2024-03-02 18:50:00,125.7,116.0
2024-03-02 18:55:00,122.1,119.2
2024-03-02 19:00:00,125.7,117.5
2024-03-02 19:05:00,127.7,117.8
2024-03-02 19:10:00,121.6,116.7
2024-03-02 19:15:00,118.3,111.9
2024-03-02 19:20:00,125.6,115.5
2024-03-02 19:25:00,115.9,113.8
2024-03-02 19:30:00,124.5,117.9
2024-03-02 19:35:00,122.0,112.1
2024-03-02 19:40:00,126.2,118.0
2024-03-02 19:45:00,115.2,117.2
2024-03-02 19:50:00,117.7,117.1
2024-03-02 19:55:00,121.1,114.9
2024-03-02 20:00:00,124.6,114.8
2024-03-02 20:05:00,122.3,119.3
2024-03-02 20:10:00,121.1,108.4
2024-03-02 20:15:00,115.5,110.7
2024-03-02 20:20:00,124.6,119.6
2024-03-02 20:25:00,122.5,117.0
2024-03-02 20:30:00,123.1,115.7
2024-03-02 20:35:00,114.2,108.8
2024-03-02 20:40:00,115.5,112.8
2024-03-02 20:45:00,119.1,115.9
2024-03-02 20:50:00,118.7,116.3
2024-03-02 20:55:00,125.2,115.2
2024-03-02 21:00:00,121.1,108.9
2024-03-02 21:05:00,128.2,110.8
2024-03-02 21:10:00,124.4,108.2
2024-03-02 21:15:00,112.1,112.3
2024-03-02 21:20:00,123.3,116.8
2024-03-02 21:25:00,122.1,120.7
2024-03-02 21:30:00,116.9,117.7
2024-03-02 21:35:00,121.8,115.7
2024-03-02 21:40:00,119.8,115.1
2024-03-02 21:45:00,124.4,118.1
2024-03-02 21:50:00,132.6,111.5
2024-03-02 21:55:00,118.2,112.8
2024-03-02 22:00:00,119.2,118.7
2024-03-02 22:05:00,128.5,116.9
2024-03-02 22:10:00,128.8,119.9
2024-03-02 22:15:00,123.6,119.4
2024-03-02 22:20:00,132.4,112.3
2024-03-02 22:25:00,134.0,118.0
2024-03-02 22:30:00,130.5,120.9
2024-03-02 22:35:00,128.8,127.3
2024-03-02 22:40:00,130.1,119.6
2024-03-02 22:45:00,131.5,116.7
2024-03-02 22:50:00,131.4,123.0
2024-03-02 22:55:00,137.6,127.0
2024-03-02 23:00:00,135.7,128.4
2024-03-02 23:05:00,130.8,131.6
2024-03-02 23:10:00,142.6,130.2
2024-03-02 23:15:00,139.7,131.9
2024-03-02 23:20:00,141.1,129.9
2024-03-02 23:25:00,134.8,136.1
2024-03-02 23:30:00,137.4,129.4
2024-03-02 23:35:00,140.6,133.6
2024-03-02 23:40:00,135.8,129.0
2024-03-02 23:45:00,,136.4
2024-03-02 23:50:00,142.8,134.0
2024-03-02 23:55:00,142.9,133.1
2024-03-03 00:00:00,142.9,141.5
2024-03-03 00:05:00,145.6,137.3
2024-03-03 00:10:00,149.9,143.1
2024-03-03 00:15:00,147.2,134.9
2024-03-03 00:20:00,147.7,141.5
2024-03-03 00:25:00,151.6,142.5
2024-03-03 00:30:00,155.3,134.7
2024-03-03 00:35:00,155.1,144.4
2024-03-03 00:40:00,150.4,142.9
2024-03-03 00:45:00,159.4,147.4
2024-03-03 00:50:00,160.6,148.3
2024-03-03 00:55:00,157.5,147.9
2024-03-03 01:00:00,161.4,150.4
2024-03-03 01:05:00,161.9,149.5
2024-03-03 01:10:00,161.2,150.7
2024-03-03 01:15:00,163.7,158.0
2024-03-03 01:20:00,162.2,156.7
2024-03-03 01:25:00,170.8,153.6
2024-03-03 01:30:00,164.7,161.5
2024-03-03 01:35:00,179.2,156.1
2024-03-03 01:40:00,168.3,160.6
2024-03-03 01:45:00,171.9,162.5
2024-03-03 01:50:00,169.5,157.3
2024-03-03 01:55:00,179.2,163.5
2024-03-03 02:00:00,170.9,163.6
2024-03-03 02:05:00,179.0,161.2
2024-03-03 02:10:00,180.4,168.2
2024-03-03 02:15:00,174.9,168.8
2024-03-03 02:20:00,175.9,178.5
2024-03-03 02:25:00,180.9,169.9
2024-03-03 02:30:00,175.9,166.6
2024-03-03 02:35:00,188.6,174.0
2024-03-03 02:40:00,184.4,176.4
2024-03-03 02:45:00,187.5,175.5
2024-03-03 02:50:00,193.0,176.1
2024-03-03 02:55:00,190.1,177.0
2024-03-03 03:00:00,188.0,182.5
2024-03-03 03:05:00,196.9,178.4
2024-03-03 03:10:00,195.2,181.1
2024-03-03 03:15:00,192.0,176.8
2024-03-03 03:20:00,190.5,180.6
2024-03-03 03:25:00,193.5,187.3
2024-03-03 03:30:00,199.0,189.1
2024-03-03 03:35:00,203.6,185.6
2024-03-03 03:40:00,196.2,189.5
2024-03-03 03:45:00,199.3,196.2
2024-03-03 03:50:00,206.0,185.8
2024-03-03 03:55:00,203.8,189.2
2024-03-03 04:00:00,203.0,196.2
2024-03-03 04:05:00,209.5,192.7
2024-03-03 04:10:00,205.6,189.4
2024-03-03 04:15:00,207.7,194.1
2024-03-03 04:20:00,211.9,199.4
2024-03-03 04:25:00,205.4,195.0
2024-03-03 04:30:00,214.4,196.3
2024-03-03 04:35:00,212.7,197.6
2024-03-03 04:40:00,219.4,190.7
2024-03-03 04:45:00,212.5,204.7
2024-03-03 04:50:00,223.7,200.7
2024-03-03 04:55:00,,197.3
2024-03-03 05:00:00,214.8,208.1
2024-03-03 05:05:00,227.1,205.2
2024-03-03 05:10:00,222.2,210.5
2024-03-03 05:15:00,219.7,206.6
2024-03-03 05:20:00,227.4,213.8
2024-03-03 05:25:00,222.4,207.0
2024-03-03 05:30:00,225.7,214.9
2024-03-03 05:35:00,221.7,215.1
2024-03-03 05:40:00,228.8,213.6
2024-03-03 05:45:00,226.2,213.1
2024-03-03 05:50:00,225.0,219.3
2024-03-03 05:55:00,229.0,214.4
2024-03-03 06:00:00,235.5,219.8
2024-03-03 06:05:00,,213.5
2024-03-03 06:10:00,227.3,216.1
2024-03-03 06:15:00,230.0,209.4
2024-03-03 06:20:00,232.3,218.1
2024-03-03 06:25:00,236.1,219.6
2024-03-03 06:30:00,227.4,218.3
2024-03-03 06:35:00,237.1,217.8
2024-03-03 06:40:00,235.6,213.9
2024-03-03 06:45:00,232.9,215.3
2024-03-03 06:50:00,237.9,221.5
2024-03-03 06:55:00,241.5,220.9
2024-03-03 07:00:00,236.4,223.4
2024-03-03 07:05:00,235.8,225.9
2024-03-03 07:10:00,233.8,223.0
2024-03-03 07:15:00,231.2,220.0
2024-03-03 07:20:00,233.9,220.3
